法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
府省令,昭和四十一年労働省令第二十六号,駐留軍関係離職者等臨時措置法に基づく就職指導に関する省令,ちゅうりゅうぐんかんけいりしょくしゃとうりんじそちほうにもとづくしゅうしょくしどうにかんするしょうれい,,昭和四十一年八月十五日,,平成十二年労働省令第四十五号,平成十二年十二月二十六日,平成十三年一月六日,,341M50002000026,https://laws.e-gov.go.jp/law/341M50002000026/20010106_412M50002000045,
法律,昭和四十二年法律第九十二号,炭鉱災害による一酸化炭素中毒症に関する特別措置法,たんこうさいがいによるいっさんかたんそちゅうどくしょうにかんするとくべつそちほう,,昭和四十二年七月二十八日,,平成二十六年法律第八十二号,平成二十六年六月二十五日,平成二十七年十二月一日,,342AC0000000092,https://laws.e-gov.go.jp/law/342AC0000000092/20151201_426AC0000000082,
府省令,昭和四十二年労働省令第二十七号,建設業附属寄宿舎規程,けんせつぎょうふぞくきしゅくしゃきてい,,昭和四十二年九月二十九日,労働基準法施行規則等の一部を改正する省令,令和二年厚生労働省令第二百三号,令和二年十二月二十二日,令和三年四月一日,,342M50002000027,https://laws.e-gov.go.jp/law/342M50002000027/20210401_502M60000100203,
府省令,昭和四十二年労働省令第二十八号,炭鉱災害による一酸化炭素中毒症に関する特別措置法施行規則,たんこうさいがいによるいっさんかたんそちゅうどくしょうにかんするとくべつそちほうしこうきそく,,昭和四十二年十月二十四日,じん肺法施行規則等の一部を改正する省令,令和六年厚生労働省令第四十五号,令和六年三月十八日,令和七年一月一日,,342M50002000028,https://laws.e-gov.go.jp/law/342M50002000028/20250101_506M60000100045,
府省令,昭和四十二年労働省令第三十号,労働基準法の災害補償に相当する給付に関する法令を指定する省令,ろうどうきじゅんほうのさいがいほしょうにそうとうするきゅうふにかんするほうれいをしていするしょうれい,,昭和四十二年十二月一日,,,昭和四十二年十二月一日,昭和四十二年十二月一日,,342M50002000030,https://laws.e-gov.go.jp/law/342M50002000030/19671201_000000000000000,
政令,昭和四十三年政令第二百九号,小笠原諸島の復帰に伴う労働省関係法律の適用の特例に関する政令,おがさわらしょとうのふっきにともなうろうどうしょうかんけいほうりつのてきようのとくれいにかんするせいれい,,昭和四十三年六月二十四日,失業保険法及び労働者災害補償保険法の一部を改正する法律及び労働保険の保険料の徴収等に関する法律の施行に伴う関係政令の整備等に関する政令　抄,昭和四十七年政令第四十七号,昭和四十七年三月三十一日,昭和四十七年三月三十一日,,343CO0000000209,https://laws.e-gov.go.jp/law/343CO0000000209/19720331_347CO0000000047,
法律,昭和四十四年法律第六十四号,職業能力開発促進法,しょくぎょうのうりょくかいはつそくしんほう,,昭和四十四年七月十八日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,344AC0000000064,https://laws.e-gov.go.jp/law/344AC0000000064/20250601_504AC0000000068,
法律,昭和四十四年法律第八十四号,労働保険の保険料の徴収等に関する法律,ろうどうほけんのほけんりょうのちょうしゅうとうにかんするほうりつ,,昭和四十四年十二月九日,雇用保険法等の一部を改正する法律,令和六年法律第二十六号,令和六年五月十七日,令和七年十月一日,,344AC0000000084,https://laws.e-gov.go.jp/law/344AC0000000084/20251001_506AC0000000026,
法律,昭和四十四年法律第八十四号,労働保険の保険料の徴収等に関する法律,ろうどうほけんのほけんりょうのちょうしゅうとうにかんするほうりつ,,昭和四十四年十二月九日,労働者災害補償保険法等の一部を改正する法律,令和八年法律第六十号,令和八年七月十七日,令和九年四月一日,,344AC0000000084,https://laws.e-gov.go.jp/law/344AC0000000084/20270401_508AC0000000060,○
法律,昭和四十四年法律第八十五号,失業保険法及び労働者災害補償保険法の一部を改正する法律及び労働保険の保険料の徴収等に関する法律の施行に伴う関係法律の整備等に関する法律,しつぎょうほけんほうおよびろうどうしゃさいがいほしょうほけんほうのいちぶをかいせいするほうりつおよびろうどうほけんのほけんりょうのちょうしゅうとうにかんするほうりつのしこうにともなうかんけいほうりつのせいびとうにかんするほうりつ,,昭和四十四年十二月九日,労働者災害補償保険法等の一部を改正する法律,令和八年法律第六十号,令和八年七月十七日,令和八年七月十七日,,344AC0000000085,https://laws.e-gov.go.jp/law/344AC0000000085/20260717_508AC0000000060,
法律,昭和四十四年法律第八十五号,失業保険法及び労働者災害補償保険法の一部を改正する法律及び労働保険の保険料の徴収等に関する法律の施行に伴う関係法律の整備等に関する法律,しつぎょうほけんほうおよびろうどうしゃさいがいほしょうほけんほうのいちぶをかいせいするほうりつおよびろうどうほけんのほけんりょうのちょうしゅうとうにかんするほうりつのしこうにともなうかんけいほうりつのせいびとうにかんするほうりつ,,昭和四十四年十二月九日,労働者災害補償保険法等の一部を改正する法律,令和八年法律第六十号,令和八年七月十七日,令和十三年七月十六日,公布の日から起算して五年を超えない範囲内において政令で定める日,344AC0000000085,https://laws.e-gov.go.jp/law/344AC0000000085/20310716_508AC0000000060,○
政令,昭和四十四年政令第二百五十八号,職業能力開発促進法施行令,しょくぎょうのうりょくかいはつそくしんほうしこうれい,,昭和四十四年九月三十日,職業能力開発促進法施行令の一部を改正する政令,令和五年政令第三百七十号,令和五年十二月二十二日,令和六年四月一日,,344CO0000000258,https://laws.e-gov.go.jp/law/344CO0000000258/20240401_505CO0000000370,
府省令,昭和四十四年労働省令第二十四号,職業能力開発促進法施行規則,しょくぎょうのうりょくかいはつそくしんほうしこうきそく,,昭和四十四年十月一日,学校教育法の一部を改正する法律の施行に伴う厚生労働省関係省令の整理に関する省令,令和八年厚生労働省令第五十一号,令和八年三月三十一日,令和八年四月一日,,344M50002000024,https://laws.e-gov.go.jp/law/344M50002000024/20260401_508M60000100051,
府省令,昭和四十四年労働省令第二十四号,職業能力開発促進法施行規則,しょくぎょうのうりょくかいはつそくしんほうしこうきそく,,昭和四十四年十月一日,職業能力開発促進法施行規則の一部を改正する省令,令和六年厚生労働省令第百十七号,令和六年八月二十九日,令和九年一月一日,,344M50002000024,https://laws.e-gov.go.jp/law/344M50002000024/20270101_506M60000100117,○
法律,昭和四十五年法律第六十号,家内労働法,かないろうどうほう,,昭和四十五年五月十六日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,345AC0000000060,https://laws.e-gov.go.jp/law/345AC0000000060/20250601_504AC0000000068,
法律,昭和四十五年法律第九十八号,青少年の雇用の促進等に関する法律,せいしょうねんのこようのそくしんとうにかんするほうりつ,勤労青少年福祉法,昭和四十五年五月二十五日,船員法等の一部を改正する法律,令和七年法律第三十二号,令和七年五月十四日,令和八年五月十三日,,345AC0000000098,https://laws.e-gov.go.jp/law/345AC0000000098/20260513_507AC0000000032,
